Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Committed_Lead_Days,Actual_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator,Source,Destination,Mode,Avg_Transit_Days,Weather_Disruption_Index,Route Risk Score,Backup Route Availability,Peak_Congestion_Indicator,vendor_id,vendor_name,Reliability_score,avg_lead_days,past_incident_count,Quality_Rejection_Rate (%),Supplier_Dependency_Index,collaboration_tenure
O6957,C03,V003,R011,25-11-2020,18-01-2021,21-01-2021,50,359,88,54,57,309,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V003,Gamma Goods,71,8,1,4.7,47,7
O6958,C03,V002,R024,25-11-2020,05-12-2020,01-12-2020,60,245,88,10,6,185,1,0,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O6959,C05,V014,R006,25-11-2020,30-11-2020,26-12-2020,453,462,37,5,31,9,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O6960,C05,V008,R003,25-11-2020,06-01-2021,23-01-2021,591,750,37,42,59,159,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O6961,C04,V002,R001,25-11-2020,20-12-2020,31-12-2020,92,294,65.2,25,36,202,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O6962,C04,V008,R014,27-11-2020,13-12-2020,06-12-2020,50,187,65.2,16,9,137,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O6963,C02,V007,R021,27-11-2020,02-01-2021,28-01-2021,50,296,12.75,36,62,246,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O6964,C01,V001,R021,28-11-2020,02-01-2021,17-01-2021,50,392,25.5,35,50,342,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O6965,C01,V001,R001,29-11-2020,08-01-2021,18-01-2021,50,52,25.5,40,50,2,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O6966,C02,V007,R020,30-11-2020,25-01-2021,15-01-2021,63,78,12.75,56,46,15,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V007,Eta Vendors,92,4,1,2.4,51,2
O6967,C02,V001,R018,01-12-2020,12-01-2021,08-01-2021,111,213,12.75,42,38,102,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O6968,C03,V009,R006,04-12-2020,12-12-2020,02-01-2021,122,123,88,8,29,1,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O6969,C03,V014,R015,05-12-2020,10-01-2021,31-01-2021,291,409,88,36,57,118,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O6970,C02,V006,R017,05-12-2020,07-01-2021,04-02-2021,50,347,12.75,33,61,297,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V006,Zeta Imports,87,7,1,6,66,2
O6971,C05,V007,R022,07-12-2020,14-01-2021,18-01-2021,198,300,37,38,42,102,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O6972,C01,V015,R026,07-12-2020,06-01-2021,18-01-2021,154,287,25.5,30,42,133,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O6973,C05,V009,R003,08-12-2020,23-12-2020,05-01-2021,219,665,37,15,28,446,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O6974,C02,V002,R002,08-12-2020,18-01-2021,17-02-2021,50,261,12.75,41,71,211,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O6975,C05,V003,R011,08-12-2020,24-01-2021,30-01-2021,377,666,37,47,53,289,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V003,Gamma Goods,71,8,1,4.7,47,7
O6976,C02,V007,R028,11-12-2020,02-01-2021,29-12-2020,50,311,12.75,22,18,261,1,0,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O6977,C02,V011,R009,12-12-2020,17-12-2020,22-12-2020,50,210,12.75,5,10,160,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O6978,C02,V010,R009,12-12-2020,13-01-2021,10-02-2021,210,308,12.75,32,60,98,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O6979,C05,V015,R001,13-12-2020,04-02-2021,25-02-2021,437,615,37,53,74,178,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O6980,C02,V007,R013,13-12-2020,31-12-2020,20-01-2021,50,535,12.75,18,38,485,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O6981,C02,V010,R026,16-12-2020,30-12-2020,12-01-2021,117,220,12.75,14,27,103,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O6982,C03,V002,R020,17-12-2020,24-01-2021,18-01-2021,451,677,88,38,32,226,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O6983,C03,V006,R026,21-12-2020,05-01-2021,09-01-2021,150,177,88,15,19,27,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O6984,C01,V013,R023,21-12-2020,02-01-2021,30-12-2020,89,89,25.5,12,9,0,0,0,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O6985,C02,V010,R012,21-12-2020,17-02-2021,08-02-2021,191,320,12.75,58,49,129,1,0,Indore,Bangalore,Train,3,2,2.2,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O6986,C02,V002,R002,22-12-2020,03-02-2021,11-02-2021,50,246,12.75,43,51,196,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O6987,C03,V010,R016,23-12-2020,10-02-2021,31-01-2021,50,277,88,49,39,227,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O6988,C02,V004,R023,23-12-2020,16-02-2021,18-03-2021,50,375,12.75,55,85,325,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O6989,C03,V006,R027,26-12-2020,07-01-2021,25-01-2021,50,187,88,12,30,137,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O6990,C04,V015,R022,28-12-2020,11-01-2021,16-01-2021,105,219,65.2,14,19,114,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O6991,C03,V006,R002,28-12-2020,09-02-2021,06-02-2021,171,258,88,43,40,87,1,0,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O6992,C02,V006,R016,29-12-2020,11-01-2021,06-02-2021,50,261,12.75,13,39,211,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V006,Zeta Imports,87,7,1,6,66,2
O6993,C05,V008,R028,29-12-2020,28-01-2021,22-01-2021,193,383,37,30,24,190,1,0,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O6994,C05,V008,R022,30-12-2020,20-01-2021,26-01-2021,524,588,37,21,27,64,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O6995,C05,V014,R016,01-01-2021,13-01-2021,22-01-2021,429,750,37,12,21,321,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V014,Xi Exports,85,3,1,2.3,40,6
O6996,C02,V010,R017,04-01-2021,06-02-2021,01-03-2021,103,293,12.75,33,56,190,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O6997,C05,V008,R014,04-01-2021,05-03-2021,02-03-2021,564,750,37,60,57,186,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O6998,C05,V014,R030,05-01-2021,14-02-2021,09-02-2021,404,438,37,40,35,34,1,0,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O6999,C03,V005,R027,06-01-2021,27-02-2021,24-02-2021,50,750,88,52,49,700,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O7000,C02,V009,R010,08-01-2021,05-02-2021,18-02-2021,50,426,12.75,28,41,376,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O7001,C04,V003,R002,11-01-2021,25-02-2021,12-03-2021,315,718,65.2,45,60,403,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O7002,C05,V010,R020,12-01-2021,28-01-2021,09-02-2021,455,750,37,16,28,295,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O7003,C03,V006,R017,13-01-2021,25-01-2021,29-01-2021,50,286,88,12,16,236,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V006,Zeta Imports,87,7,1,6,66,2
O7004,C03,V006,R008,13-01-2021,05-02-2021,29-01-2021,50,50,88,23,16,0,0,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O7005,C05,V015,R013,14-01-2021,20-01-2021,13-02-2021,178,381,37,6,30,203,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O7006,C04,V005,R011,15-01-2021,23-01-2021,21-01-2021,666,750,65.2,8,6,84,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O7007,C03,V003,R021,15-01-2021,22-02-2021,05-03-2021,50,293,88,38,49,243,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O7008,C02,V011,R010,16-01-2021,20-02-2021,07-03-2021,50,176,12.75,35,50,126,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7009,C02,V007,R026,18-01-2021,15-02-2021,23-02-2021,50,284,12.75,28,36,234,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O7010,C04,V010,R020,18-01-2021,04-02-2021,25-01-2021,96,708,65.2,17,7,612,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O7011,C02,V006,R016,18-01-2021,21-02-2021,18-03-2021,77,119,12.75,34,59,42,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V006,Zeta Imports,87,7,1,6,66,2
O7012,C02,V013,R007,21-01-2021,05-02-2021,11-02-2021,50,209,12.75,15,21,159,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O7013,C02,V011,R011,22-01-2021,09-03-2021,27-02-2021,80,271,12.75,46,36,191,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7014,C01,V013,R001,22-01-2021,16-02-2021,16-02-2021,121,314,25.5,25,25,193,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O7015,C02,V013,R024,22-01-2021,25-03-2021,20-03-2021,50,320,12.75,62,57,270,1,0,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O7016,C05,V002,R009,27-01-2021,09-03-2021,01-03-2021,355,698,37,41,33,343,1,0,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O7017,C01,V011,R018,28-01-2021,31-03-2021,28-03-2021,117,132,25.5,62,59,15,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7018,C05,V010,R018,28-01-2021,09-02-2021,05-02-2021,160,320,37,12,8,160,1,0,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O7019,C05,V014,R004,28-01-2021,16-03-2021,23-03-2021,458,750,37,47,54,292,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O7020,C02,V001,R023,29-01-2021,24-02-2021,15-02-2021,65,166,12.75,26,17,101,1,0,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7021,C05,V013,R016,29-01-2021,14-03-2021,07-03-2021,50,581,37,44,37,531,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V013,Nu Logistics,77,6,3,6.5,77,5
O7022,C03,V015,R004,30-01-2021,18-02-2021,08-03-2021,50,750,88,19,37,700,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O7023,C01,V012,R012,30-01-2021,11-03-2021,22-03-2021,50,83,25.5,40,51,33,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O7024,C03,V006,R027,31-01-2021,02-03-2021,21-02-2021,50,91,88,30,21,41,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O7025,C04,V015,R003,02-02-2021,10-02-2021,20-02-2021,128,212,65.2,8,18,84,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O7026,C03,V006,R023,02-02-2021,14-03-2021,22-03-2021,147,240,88,40,48,93,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O7027,C03,V006,R003,04-02-2021,11-02-2021,03-03-2021,50,750,88,7,27,700,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O7028,C02,V011,R005,06-02-2021,24-02-2021,18-02-2021,232,312,12.75,18,12,80,1,0,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7029,C02,V010,R011,06-02-2021,02-03-2021,30-03-2021,50,347,12.75,24,52,297,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O7030,C03,V009,R002,07-02-2021,08-04-2021,03-05-2021,152,596,88,60,85,444,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O7031,C02,V011,R025,07-02-2021,18-03-2021,28-03-2021,252,432,12.75,39,49,180,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7032,C02,V005,R020,08-02-2021,25-02-2021,25-03-2021,50,131,12.75,17,45,81,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V005,Epsilon Corp,68,10,1,5,70,1
O7033,C04,V004,R027,09-02-2021,19-02-2021,11-03-2021,50,750,65.2,10,30,700,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O7034,C02,V005,R015,09-02-2021,05-03-2021,25-03-2021,272,484,12.75,24,44,212,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O7035,C04,V007,R005,10-02-2021,01-04-2021,29-03-2021,339,418,65.2,50,47,79,1,0,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V007,Eta Vendors,92,4,1,2.4,51,2
O7036,C02,V007,R022,10-02-2021,26-03-2021,10-04-2021,50,216,12.75,44,59,166,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O7037,C05,V005,R017,12-02-2021,18-03-2021,17-04-2021,258,683,37,34,64,425,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V005,Epsilon Corp,68,10,1,5,70,1
O7038,C05,V014,R025,14-02-2021,18-04-2021,12-04-2021,50,395,37,63,57,345,1,0,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O7039,C05,V014,R014,17-02-2021,18-04-2021,01-05-2021,50,271,37,60,73,221,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O7040,C03,V005,R019,18-02-2021,09-03-2021,02-04-2021,417,682,88,19,43,265,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O7041,C01,V009,R017,19-02-2021,08-03-2021,01-04-2021,178,750,25.5,17,41,572,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V009,Iota Traders,64,6,1,8.1,80,1
O7042,C05,V005,R027,20-02-2021,03-04-2021,24-03-2021,281,387,37,42,32,106,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O7043,C01,V013,R015,21-02-2021,14-03-2021,29-03-2021,50,255,25.5,21,36,205,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O7044,C03,V006,R027,22-02-2021,29-03-2021,03-04-2021,50,547,88,35,40,497,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O7045,C05,V011,R005,22-02-2021,18-04-2021,20-04-2021,254,383,37,55,57,129,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7046,C05,V003,R007,23-02-2021,21-03-2021,13-03-2021,50,404,37,26,18,354,1,0,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O7047,C05,V001,R013,24-02-2021,28-03-2021,27-03-2021,188,654,37,32,31,466,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7048,C01,V012,R011,24-02-2021,25-03-2021,31-03-2021,50,238,25.5,29,35,188,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V012,Mu Materials,50,11,5,6.7,80,4
O7049,C04,V015,R014,25-02-2021,26-03-2021,20-04-2021,55,302,65.2,29,54,247,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O7050,C03,V012,R015,25-02-2021,01-04-2021,02-04-2021,90,677,88,35,36,587,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O7051,C03,V001,R029,27-02-2021,26-04-2021,08-05-2021,129,253,88,58,70,124,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7052,C02,V011,R011,28-02-2021,20-04-2021,18-04-2021,245,282,12.75,51,49,37,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7053,C04,V004,R030,02-03-2021,14-03-2021,27-03-2021,170,213,65.2,12,25,43,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O7054,C03,V002,R007,04-03-2021,26-03-2021,26-03-2021,50,132,88,22,22,82,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O7055,C05,V014,R014,06-03-2021,29-03-2021,18-04-2021,197,750,37,23,43,553,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O7056,C04,V001,R029,06-03-2021,01-04-2021,18-04-2021,50,735,65.2,26,43,685,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7057,C05,V009,R026,06-03-2021,05-04-2021,30-03-2021,162,750,37,30,24,588,1,0,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O7058,C02,V015,R025,08-03-2021,24-04-2021,21-04-2021,187,386,12.75,47,44,199,1,0,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O7059,C05,V007,R021,08-03-2021,07-05-2021,24-05-2021,536,678,37,60,77,142,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O7060,C03,V001,R029,09-03-2021,22-03-2021,19-04-2021,50,50,88,13,41,0,0,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7061,C03,V006,R018,13-03-2021,05-05-2021,29-05-2021,208,332,88,53,77,124,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V006,Zeta Imports,87,7,1,6,66,2
O7062,C05,V003,R007,15-03-2021,11-05-2021,02-06-2021,195,521,37,57,79,326,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O7063,C04,V007,R011,17-03-2021,08-05-2021,06-06-2021,120,750,65.2,52,81,630,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V007,Eta Vendors,92,4,1,2.4,51,2
O7064,C05,V005,R028,17-03-2021,03-05-2021,19-05-2021,127,248,37,47,63,121,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V005,Epsilon Corp,68,10,1,5,70,1
O7065,C01,V001,R018,19-03-2021,12-04-2021,26-04-2021,75,111,25.5,24,38,36,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7066,C02,V011,R030,20-03-2021,14-05-2021,29-05-2021,170,171,12.75,55,70,1,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O7067,C03,V003,R005,21-03-2021,05-04-2021,01-05-2021,50,323,88,15,41,273,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V003,Gamma Goods,71,8,1,4.7,47,7
O7068,C04,V003,R006,26-03-2021,25-04-2021,22-05-2021,573,676,65.2,30,57,103,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O7069,C03,V008,R024,27-03-2021,05-05-2021,30-04-2021,50,440,88,39,34,390,1,0,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O7070,C02,V001,R008,27-03-2021,25-04-2021,18-04-2021,50,50,12.75,29,22,0,0,0,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O7071,C05,V004,R025,29-03-2021,25-05-2021,27-05-2021,100,551,37,57,59,451,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V004,Delta Traders,92,3,2,1,35,3
O7072,C05,V014,R030,29-03-2021,20-05-2021,21-05-2021,609,750,37,52,53,141,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O7073,C02,V004,R009,30-03-2021,06-05-2021,12-05-2021,259,405,12.75,37,43,146,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O7074,C03,V014,R015,31-03-2021,19-05-2021,05-06-2021,131,190,88,49,66,59,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O7075,C03,V008,R029,01-04-2021,01-05-2021,16-05-2021,50,278,88,30,45,228,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O7076,C05,V005,R004,01-04-2021,18-05-2021,28-05-2021,195,335,37,47,57,140,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O7077,C03,V010,R008,02-04-2021,24-05-2021,31-05-2021,50,232,88,52,59,182,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O7078,C03,V012,R005,02-04-2021,24-04-2021,06-05-2021,95,165,88,22,34,70,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V012,Mu Materials,50,11,5,6.7,80,4
O7079,C02,V002,R016,03-04-2021,05-05-2021,26-04-2021,71,99,12.75,32,23,28,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O7080,C04,V003,R022,03-04-2021,16-04-2021,13-05-2021,350,696,65.2,13,40,346,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O7081,C01,V005,R006,04-04-2021,30-05-2021,11-06-2021,50,168,25.5,56,68,118,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V005,Epsilon Corp,68,10,1,5,70,1
O7082,C03,V006,R011,04-04-2021,29-05-2021,27-06-2021,157,192,88,55,84,35,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V006,Zeta Imports,87,7,1,6,66,2
O7083,C01,V014,R007,06-04-2021,14-04-2021,15-04-2021,50,171,25.5,8,9,121,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O7084,C03,V013,R006,07-04-2021,03-05-2021,10-05-2021,50,50,88,26,33,0,0,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
